date,label,count,conf
2013-05-01,"""NEGATIVE""",20,0.8553267392668534
2013-05-01,"""POSITIVE""",2,0.9244209102221898
2013-05-02,"""NEGATIVE""",16,0.8736497569432062
2013-05-02,"""POSITIVE""",8,0.8312889443089565
2013-05-03,"""NEGATIVE""",18,0.9044630834630206
2013-05-03,"""POSITIVE""",4,0.8994496762752533
2013-05-04,"""NEGATIVE""",6,0.8763913372615435
2013-05-05,"""NEGATIVE""",14,0.8893977655541329
2013-05-06,"""NEGATIVE""",6,0.8309511371232845
2013-05-06,"""POSITIVE""",10,0.923838712160404
2013-05-07,"""NEGATIVE""",12,0.9138959764048109
2013-05-07,"""POSITIVE""",6,0.9886332154273987
2013-05-08,"""NEGATIVE""",12,0.8872990032037099
2013-05-08,"""POSITIVE""",12,0.8620588183403015
2013-05-09,"""NEGATIVE""",18,0.9007622882260397
2013-05-09,"""POSITIVE""",24,0.8956024555696382
2013-05-10,"""NEGATIVE""",12,0.8741989439878709
2013-05-10,"""POSITIVE""",4,0.9070857170224189
2013-05-12,"""NEGATIVE""",6,0.8571857251818217
2013-05-12,"""POSITIVE""",12,0.9011563652346277
2013-05-13,"""NEGATIVE""",16,0.8730862240899693
2013-05-13,"""POSITIVE""",4,0.8674948811531067
2013-06-01,"""POSITIVE""",6,0.9260072708129883
2013-06-02,"""NEGATIVE""",4,0.8849213069135492
2013-06-03,"""NEGATIVE""",18,0.871894553540245
2013-06-03,"""POSITIVE""",4,0.8604473570982616
2013-06-04,"""NEGATIVE""",12,0.878837577549238
2013-06-04,"""POSITIVE""",12,0.8847216988603274
2013-06-05,"""NEGATIVE""",30,0.815428103217632
2013-06-05,"""POSITIVE""",6,0.8724225163459778
2013-06-06,"""NEGATIVE""",2,0.8052472472190857
2013-06-06,"""POSITIVE""",18,0.8951122556413923
2013-06-07,"""NEGATIVE""",12,0.9082222084204356
2013-06-07,"""POSITIVE""",5,0.850986618300279
2013-06-08,"""NEGATIVE""",8,0.8623340699076653
2013-06-09,"""NEGATIVE""",6,0.8845505394317487
2013-06-10,"""NEGATIVE""",30,0.844196846638665
2013-06-10,"""POSITIVE""",18,0.8432029145735281
2013-06-11,"""POSITIVE""",40,0.9008018390834245
2013-06-12,"""POSITIVE""",18,0.9039661917421553
2013-06-13,"""NEGATIVE""",4,0.8400170117616653
2013-07-01,"""NEGATIVE""",22,0.9493633887339463
2013-07-01,"""POSITIVE""",8,0.8191338181495667
2013-07-02,"""NEGATIVE""",4,0.9370137006044388
2013-07-02,"""POSITIVE""",8,0.8744408695825509
2013-07-03,"""NEGATIVE""",6,0.8567618613964633
2013-07-03,"""POSITIVE""",6,0.9922619163990021
2013-07-04,"""NEGATIVE""",4,0.8912598729133606
2013-07-04,"""POSITIVE""",8,0.8887150096041816
2013-07-05,"""NEGATIVE""",12,0.8919211253523827
2013-07-05,"""POSITIVE""",12,0.8713719745477041
2013-07-06,"""POSITIVE""",10,0.9032294734319052
2013-07-07,"""NEGATIVE""",11,0.8475149601310878
2013-07-08,"""NEGATIVE""",11,0.8499648211924992
2013-07-08,"""POSITIVE""",6,0.9701410531997681
2013-07-09,"""NEGATIVE""",8,0.7405039418128229
2013-07-09,"""POSITIVE""",4,0.9526246317795345
2013-07-10,"""NEGATIVE""",12,0.8962905041196131
2013-07-10,"""POSITIVE""",9,0.8275103043406097
2013-07-11,"""NEGATIVE""",8,0.8905220002937719
2013-07-11,"""POSITIVE""",10,0.9109737927383847
2013-07-12,"""NEGATIVE""",26,0.8844080331095631
2013-07-12,"""POSITIVE""",22,0.9165353790297732
2013-07-13,"""POSITIVE""",12,0.8864986593397255
2013-08-01,"""NEGATIVE""",8,0.9436823231833321
2013-08-01,"""POSITIVE""",8,0.9034423076293685
2013-08-02,"""NEGATIVE""",12,0.8300722505522783
2013-08-02,"""POSITIVE""",12,0.8372320784035923
2013-08-03,"""NEGATIVE""",4,0.8582545166263486
2013-08-03,"""POSITIVE""",18,0.8703016292717721
2013-08-04,"""NEGATIVE""",8,0.8494464317957561
2013-08-05,"""NEGATIVE""",10,0.9210486572255533
2013-08-05,"""POSITIVE""",8,0.8128656417131425
2013-08-06,"""NEGATIVE""",8,0.9100945979356766
2013-08-06,"""POSITIVE""",20,0.8010060370283398
2013-08-07,"""NEGATIVE""",11,0.9173552609754331
2013-08-07,"""POSITIVE""",14,0.9339348814989391
2013-08-08,"""NEGATIVE""",8,0.8859137228379648
2013-08-08,"""POSITIVE""",6,0.9308052012044139
2013-08-09,"""NEGATIVE""",8,0.8855456321851
2013-08-09,"""POSITIVE""",6,0.9299662808577219
2013-08-10,"""NEGATIVE""",6,0.9351288204391798
2013-08-11,"""NEGATIVE""",4,0.8924085762765672
2013-08-11,"""POSITIVE""",4,0.9995519518852234
2013-08-12,"""NEGATIVE""",22,0.8926063434705293
2013-08-12,"""POSITIVE""",3,0.8368162393569948
2013-08-13,"""POSITIVE""",8,0.9239164635539056
2013-08-22,"""NEGATIVE""",1,0.8523156152052038
2013-09-13,"""POSITIVE""",8,0.8886194422841073
2013-10-01,"""NEGATIVE""",8,0.8262683938567837
2013-10-01,"""POSITIVE""",16,0.8893111720060307
2013-10-02,"""NEGATIVE""",20,0.8733303036103172
2013-10-02,"""POSITIVE""",8,0.8738635862867038
2013-10-03,"""NEGATIVE""",24,0.908545212792559
2013-10-03,"""POSITIVE""",15,0.9216186505776863
2013-10-04,"""NEGATIVE""",22,0.8698776989225233
2013-10-04,"""POSITIVE""",12,0.8032698962423536
2013-10-05,"""NEGATIVE""",2,0.8033943573633829
2013-10-05,"""POSITIVE""",12,0.8865845937419822
2013-10-06,"""NEGATIVE""",4,0.9721204042434692
2013-10-06,"""POSITIVE""",6,0.8724720930630578
2013-10-07,"""NEGATIVE""",5,0.8028308664049421
2013-10-07,"""POSITIVE""",4,0.7903406500816346
2013-10-08,"""NEGATIVE""",2,0.8568299898394832
2013-10-08,"""POSITIVE""",19,0.934485023830369
2013-10-09,"""NEGATIVE""",12,0.8812930494114973
2013-10-09,"""POSITIVE""",12,0.9192881880280299
2013-10-10,"""NEGATIVE""",9,0.8784372754119061
2013-10-10,"""POSITIVE""",9,0.8978927852930845
2013-10-11,"""NEGATIVE""",14,0.8918831926938503
2013-10-11,"""POSITIVE""",14,0.9326919983604769
2013-10-12,"""NEGATIVE""",7,0.9065762776501324
2013-10-12,"""POSITIVE""",6,0.9026399274667103
2013-10-13,"""NEGATIVE""",16,0.9031899457531316
2013-10-13,"""POSITIVE""",4,0.7909051775932312
2013-11-01,"""NEGATIVE""",4,0.8536042410593766
2013-11-01,"""POSITIVE""",12,0.8848675922913984
2013-11-02,"""NEGATIVE""",4,0.9424503564834594
2013-11-04,"""NEGATIVE""",26,0.871471217415983
2013-11-04,"""POSITIVE""",7,0.8903344168954966
2013-11-05,"""NEGATIVE""",12,0.9395065233863966
2013-11-05,"""POSITIVE""",16,0.9039794788303556
2013-11-06,"""NEGATIVE""",20,0.9048548488323096
2013-11-06,"""POSITIVE""",8,0.9536717221246543
2013-11-07,"""NEGATIVE""",17,0.8983259103185681
2013-11-07,"""POSITIVE""",23,0.8528469090228855
2013-11-08,"""NEGATIVE""",19,0.8421945083036758
2013-11-08,"""POSITIVE""",17,0.8716003196413111
2013-11-09,"""NEGATIVE""",4,0.8488697367055076
2013-11-09,"""POSITIVE""",8,0.8861888189400946
2013-11-10,"""NEGATIVE""",10,0.9042302649533539
2013-11-10,"""POSITIVE""",8,0.8608928226372775
2013-11-11,"""NEGATIVE""",6,0.9629196127255758
